PersonId,AttributeKey,AttributeValue
12229,IndCampus,Sojourn East
12229,IndFamPosition,Primary Contact
12230,IndCampus,Sojourn East
12230,IndFamPosition,Primary Contact
12231,IndCampus,Sojourn East
12231,IndFamPosition,Primary Contact
12232,MembershipDate,2011-06-01T00:00:00.0000000
12232,IndCampus,Sojourn Midtown
12232,IndBaptized,Baptized
12232,IndFamPosition,Primary Contact
12232,IndSalvation,2001-03-12T00:00:00.0000000
19997,MembershipDate,2008-12-03T00:00:00.0000000
19997,IndCampus,Sojourn Midtown
19997,IndBaptized,Baptized
19997,IndFamPosition,Primary Contact
12236,MembershipDate,2008-12-03T00:00:00.0000000
12236,IndCampus,Sojourn Midtown
12236,IndBaptized,Baptized
12236,IndFamPosition,Spouse
12236,IndChildWorkStartDate,2013-08-06T00:00:00.0000000
12238,IndCampus,Sojourn Midtown
12238,IndFamPosition,Child
12239,IndAllergies,**NO PEANUTS OR DAIR
12239,IndCampus,Sojourn Midtown
12239,IndFamPosition,Child
12242,IndCampus,Sojourn Midtown
12242,IndLimitAccessUser,1
12242,IndFamPosition,Other
12244,IndCampus,Sojourn Midtown
12244,IndLimitAccessUser,1
12244,IndFamPosition,Other
12235,IndCampus,Sojourn East
12235,IndFamPosition,Primary Contact
12237,IndCampus,Sojourn East
12237,IndFamPosition,Primary Contact
12240,IndCampus,Sojourn Midtown
12240,IndFamPosition,Primary Contact
12241,IndCampus,Sojourn Midtown
12241,IndFamPosition,Primary Contact
12243,IndCampus,Sojourn Midtown
12243,IndFamPosition,Spouse
12245,IndCampus,Sojourn Midtown
12245,IndFamPosition,Primary Contact
12246,IndCampus,Sojourn Midtown
12246,IndFamPosition,Spouse
12247,IndCampus,Sojourn Midtown
12247,IndFamPosition,Primary Contact
12248,IndCampus,Sojourn Midtown
12248,IndFamPosition,Spouse
12249,IndCampus,Sojourn Midtown
12249,IndFamPosition,Primary Contact
12250,IndCampus,Sojourn Midtown
12250,IndFamPosition,Spouse
12251,IndCampus,Sojourn Midtown
12251,IndFamPosition,Primary Contact
12252,IndCampus,Sojourn Midtown
12252,IndFamPosition,Spouse
12253,IndCampus,Sojourn Midtown
12253,IndFamPosition,Primary Contact
12254,IndCampus,Sojourn Midtown
12254,IndFamPosition,Spouse
12255,IndCampus,Sojourn Midtown
12255,IndFamPosition,Primary Contact
12257,IndCampus,Sojourn Midtown
12257,IndFamPosition,Spouse
12256,IndCampus,Sojourn Midtown
12256,IndFamPosition,Primary Contact
12258,MembershipDate,2013-03-06T00:00:00.0000000
12258,IndCampus,Sojourn East
12258,IndBaptized,Baptized
12258,IndFamPosition,Primary Contact
12258,IndAnniversary,2006-09-02T00:00:00.0000000
12259,MembershipDate,2013-03-06T00:00:00.0000000
12259,IndCampus,Sojourn East
12259,IndBaptized,Baptized
12259,IndLimitAccessUser,1
12259,IndFamPosition,Spouse
12259,IndAnniversary,2006-09-02T00:00:00.0000000
12260,IndCampus,Sojourn East
12260,IndFamPosition,Primary Contact
12261,IndCampus,Sojourn East
12261,IndFamPosition,Primary Contact
12262,IndCampus,Sojourn East
12262,IndFamPosition,Spouse
12263,IndCampus,Sojourn East
12263,IndLimitAccessUser,1
12263,IndFamPosition,Child
12264,IndCampus,Sojourn East
12264,IndLimitAccessUser,1
12264,IndFamPosition,Child
12265,IndCampus,Sojourn East
12265,IndLimitAccessUser,1
12265,IndFamPosition,Child
12266,IndCampus,Sojourn J-town
12266,IndFamPosition,Primary Contact
12267,IndCampus,Sojourn J-town
12267,IndFamPosition,Spouse
12268,IndAllergies,Allergic to peanuts
12268,IndCampus,Sojourn J-town
12268,IndLimitAccessUser,1
12268,IndFamPosition,Child
12269,IndCampus,Sojourn J-town
12269,IndLimitAccessUser,1
12269,IndFamPosition,Child
12270,IndCampus,Sojourn East
12270,IndFamPosition,Primary Contact
12272,IndCampus,Sojourn Midtown
12272,IndFamPosition,Primary Contact
12273,IndCampus,Sojourn Midtown
12273,IndFamPosition,Spouse
12274,IndCampus,Sojourn Midtown
12274,IndFamPosition,Child
12275,IndCampus,Sojourn Midtown
12275,IndFamPosition,Primary Contact
12276,IndCampus,Sojourn Midtown
12276,IndBaptized,Baptized
12276,IndFamPosition,Primary Contact
12278,IndCampus,Sojourn Midtown
12278,IndLimitAccessUser,1
12278,IndFamPosition,Primary Contact
12279,MembershipDate,2011-04-06T00:00:00.0000000
12279,IndCampus,Sojourn Midtown
12279,IndBaptized,Baptized
12279,IndFamPosition,Primary Contact
12280,MembershipDate,2011-04-06T00:00:00.0000000
12280,IndCampus,Sojourn Midtown
12280,IndBaptized,Baptized
12280,IndFamPosition,Spouse
12281,IndCampus,Sojourn Midtown
12281,IndFamPosition,Primary Contact
12282,IndCampus,Sojourn Midtown
12282,IndFamPosition,Spouse
12283,IndCampus,Sojourn Midtown
12283,IndFamPosition,Primary Contact
12284,IndCampus,Sojourn Midtown
12284,IndFamPosition,Primary Contact
12285,IndCampus,Sojourn New Albany
12285,IndFamPosition,Primary Contact
12286,IndCampus,Sojourn Midtown
12286,IndFamPosition,Primary Contact
12287,IndCampus,Sojourn Midtown
12287,IndFamPosition,Spouse
12288,IndCampus,Sojourn Midtown
12288,IndFamPosition,Primary Contact
12289,IndCampus,Sojourn Midtown
12289,IndFamPosition,Primary Contact
12290,IndCampus,Sojourn Midtown
12290,IndFamPosition,Primary Contact
12291,IndCampus,Sojourn Midtown
12291,IndFamPosition,Spouse
12292,IndCampus,Sojourn Midtown
12292,IndFamPosition,Primary Contact
12294,IndCampus,Sojourn Midtown
12294,IndFamPosition,Spouse
12293,IndCampus,Sojourn Midtown
12293,IndFamPosition,Primary Contact
12295,IndCampus,Sojourn Midtown
12295,IndFamPosition,Primary Contact
12296,IndCampus,Sojourn Midtown
12296,IndFamPosition,Primary Contact
12297,IndCampus,Sojourn Midtown
12297,IndFamPosition,Primary Contact
12298,IndCampus,Sojourn Midtown
12298,IndLimitAccessUser,1
12298,IndFamPosition,Primary Contact
12299,MembershipDate,2013-11-17T00:00:00.0000000
12299,IndCampus,Sojourn Midtown
12299,IndBaptized,Baptized
12299,IndFamPosition,Primary Contact
12300,IndCampus,Sojourn Midtown
12300,IndFamPosition,Primary Contact
12301,IndCampus,Sojourn Midtown
12301,IndFamPosition,Primary Contact
12302,IndCampus,Sojourn East
12302,IndFamPosition,Primary Contact
12303,IndCampus,Sojourn East
12303,IndFamPosition,Primary Contact
12304,IndCampus,Sojourn East
12304,IndFamPosition,Primary Contact
12305,IndCampus,Sojourn Midtown
12305,IndFamPosition,Primary Contact
12306,IndCampus,Sojourn J-town
12306,IndFamPosition,Primary Contact
12307,IndCampus,Sojourn J-town
12307,IndFamPosition,Primary Contact
12308,MembershipDate,2011-11-22T00:00:00.0000000
12308,IndCampus,Sojourn Midtown
12308,IndBaptized,Baptized
12308,IndFamPosition,Primary Contact
12309,IndCampus,Sojourn New Albany
12309,IndFamPosition,Primary Contact
12310,IndCampus,Sojourn Midtown
12310,IndFamPosition,Primary Contact
12311,IndCampus,Sojourn Midtown
12311,IndFamPosition,Primary Contact
12312,IndCampus,Sojourn J-town
12312,IndFamPosition,Primary Contact
12313,IndCampus,Sojourn J-town
12313,IndFamPosition,Primary Contact
12314,IndCampus,Sojourn J-town
12314,IndFamPosition,Child
12315,IndCampus,Sojourn J-town
12315,IndFamPosition,Child
12316,IndCampus,Sojourn J-town
12316,IndFamPosition,Primary Contact
12317,IndCampus,Sojourn J-town
12317,IndFamPosition,Spouse
12318,IndCampus,Sojourn J-town
12318,IndFamPosition,Primary Contact
12319,IndCampus,Sojourn Midtown
12319,IndLimitAccessUser,1
12319,IndFamPosition,Primary Contact
12322,IndCampus,Sojourn Midtown
12322,IndFamPosition,Child
12323,IndCampus,Sojourn Midtown
12323,IndFamPosition,Child
12320,IndCampus,Sojourn East
12320,IndFamPosition,Primary Contact
12321,IndCampus,Sojourn Midtown
12321,IndFamPosition,Primary Contact
12324,IndCampus,Sojourn Midtown
12324,IndFamPosition,Primary Contact
12325,IndCampus,Sojourn Midtown
12325,IndFamPosition,Primary Contact
12326,IndCampus,Sojourn Midtown
12326,IndFamPosition,Spouse
12327,MembershipDate,2011-05-25T00:00:00.0000000
12327,IndCampus,Sojourn Midtown
12327,IndBaptized,Baptized
12327,IndFamPosition,Primary Contact
12328,IndCampus,Sojourn Midtown
12328,IndFamPosition,Primary Contact
12329,IndCampus,Sojourn East
12329,IndFamPosition,Primary Contact
12330,IndCampus,Sojourn East
12330,IndFamPosition,Spouse
12331,IndCampus,Sojourn East
12331,IndLimitAccessUser,1
12331,IndFamPosition,Primary Contact
12332,IndCampus,Sojourn East
12332,IndFamPosition,Spouse
12334,IndCampus,Sojourn East
12334,IndFamPosition,Primary Contact
12335,IndCampus,Sojourn East
12335,IndFamPosition,Spouse
12336,IndCampus,Sojourn East
12336,IndFamPosition,Primary Contact
12337,IndCampus,Sojourn Midtown
12337,IndLimitAccessUser,1
12337,IndFamPosition,Primary Contact
12338,IndCampus,Sojourn East
12338,IndFamPosition,Primary Contact
12339,IndCampus,Sojourn East
12339,IndFamPosition,Spouse
12340,IndCampus,Sojourn East
12340,IndFamPosition,Primary Contact
12341,IndCampus,Sojourn East
12341,IndFamPosition,Spouse
12342,IndCampus,Sojourn J-town
12342,IndFamPosition,Primary Contact
12343,IndCampus,Sojourn J-town
12343,IndFamPosition,Primary Contact
12344,IndCampus,Sojourn J-town
12344,IndFamPosition,Primary Contact
12345,IndCampus,Sojourn J-town
12345,IndFamPosition,Spouse
12346,IndCampus,Sojourn Midtown
12346,IndFamPosition,Primary Contact
12347,MembershipDate,2011-04-28T00:00:00.0000000
12347,IndCampus,Sojourn Midtown
12347,IndBaptized,Baptized
12347,IndFamPosition,Primary Contact
12348,MembershipDate,2006-05-24T00:00:00.0000000
12348,IndWorkTitle,Medical Fitness Ther
12348,IndSchoolName,SBTS
12348,IndCampus,Sojourn Midtown
12348,IndMilitary,None
12348,IndSpiritualMaturity,Stable
12348,IndBaptized,Baptized
12348,IndFamPosition,Primary Contact
12348,IndReasonLeft,Requested Removal
12348,IndAnniversary,2000-09-12T00:00:00.0000000
12348,IndSalvation,2006-06-06T00:00:00.0000000
12349,IndCampus,Sojourn Midtown
12349,IndFamPosition,Primary Contact
12350,IndCampus,Sojourn Midtown
12350,IndFamPosition,Spouse
12351,IndCampus,Sojourn Midtown
12351,IndFamPosition,Primary Contact
12352,IndCampus,Sojourn Midtown
12352,IndLimitAccessUser,1
12352,IndFamPosition,Primary Contact
12354,IndCampus,Sojourn Midtown
12354,IndFamPosition,Spouse
12353,MembershipDate,2012-06-24T00:00:00.0000000
12353,IndCampus,Sojourn New Albany
12353,IndBaptized,Baptized
12353,IndLimitAccessUser,1
12353,IndFamPosition,Primary Contact
12353,IndAnniversary,2008-12-13T00:00:00.0000000
12355,MembershipDate,2012-06-24T00:00:00.0000000
12355,IndCampus,Sojourn New Albany
12355,IndBaptized,Baptized
12355,IndFamPosition,Spouse
12355,IndAnniversary,2008-12-13T00:00:00.0000000
12356,IndCampus,Sojourn New Albany
12356,IndLimitAccessUser,1
12356,IndFamPosition,Child
12358,IndCampus,Sojourn Midtown
12358,IndFamPosition,Primary Contact
12359,IndCampus,Sojourn Midtown
12359,IndFamPosition,Primary Contact
12360,IndCampus,Sojourn Midtown
12360,IndFamPosition,Spouse
12361,IndCampus,Sojourn Midtown
12361,IndFamPosition,Primary Contact
12362,IndCampus,Sojourn Midtown
12362,IndFamPosition,Primary Contact
12363,IndCampus,Sojourn Midtown
12363,IndFamPosition,Primary Contact
12364,IndCampus,Sojourn Midtown
12364,IndFamPosition,Primary Contact
12365,IndCampus,Sojourn Midtown
12365,IndFamPosition,Spouse
12367,IndCampus,Sojourn Midtown
12367,IndFamPosition,Primary Contact
12368,IndCampus,Sojourn Midtown
12368,IndFamPosition,Primary Contact
12369,IndCampus,Sojourn Midtown
12369,IndLimitAccessUser,1
12369,IndFamPosition,Primary Contact
12370,IndCampus,Sojourn Midtown
12370,IndBaptized,Baptized
12370,IndFamPosition,Primary Contact
12371,IndCampus,Sojourn East
12371,IndFamPosition,Primary Contact
12373,IndCampus,Sojourn J-town
12373,IndFamPosition,Primary Contact
12374,IndCampus,Sojourn J-town
12374,IndFamPosition,Spouse
12375,IndCampus,Sojourn J-town
12375,IndFamPosition,Primary Contact
12376,IndCampus,Sojourn J-town
12376,IndFamPosition,Primary Contact
12378,MembershipDate,2008-05-28T00:00:00.0000000
12378,IndCampus,Sojourn Midtown
12378,IndFamPosition,Primary Contact
12378,IndReasonLeft,Requested Removal
12379,IndCampus,Sojourn Midtown
12379,IndFamPosition,Primary Contact
12380,IndCampus,Sojourn Midtown
12380,IndLimitAccessUser,1
12380,IndFamPosition,Primary Contact
12381,IndCampus,Sojourn Midtown
12381,IndFamPosition,Primary Contact
12382,IndCampus,Sojourn Midtown
12382,IndFamPosition,Spouse
12383,IndCampus,Sojourn Midtown
12383,IndFamPosition,Primary Contact
12384,IndCampus,Sojourn Midtown
12384,IndFamPosition,Child
12385,IndCampus,Sojourn Midtown
12385,IndFamPosition,Primary Contact
12386,IndCampus,Sojourn Midtown
12386,IndFamPosition,Spouse
12387,IndCampus,Sojourn East
12387,IndFamPosition,Primary Contact
12388,IndCampus,Sojourn East
12388,IndFamPosition,Spouse
12389,IndCampus,Sojourn East
12389,IndFamPosition,Primary Contact
12389,IndReasonLeft,Requested Removal
12390,IndCampus,Sojourn East
12390,IndFamPosition,Spouse
12391,IndCampus,Sojourn East
12391,IndFamPosition,Primary Contact
12392,IndCampus,Sojourn J-town
12392,IndFamPosition,Primary Contact
12393,IndCampus,Sojourn J-town
12393,IndFamPosition,Spouse
12394,IndCampus,Sojourn J-town
12394,IndFamPosition,Primary Contact
12395,IndCampus,Sojourn J-town
12395,IndFamPosition,Spouse
12396,MembershipDate,2005-05-01T00:00:00.0000000
12396,IndSchoolName,Univ of Louisville
12396,IndCampus,Sojourn Midtown
12396,IndMilitary,Army
12396,IndAgeBracket,25 - 34
12396,IndSpiritualMaturity,Leading
12396,IndBaptized,Baptized
12396,IndFamPosition,Primary Contact
12396,IndReasonLeft,Requested Removal
12396,IndAnniversary,1991-06-15T00:00:00.0000000
12397,MembershipDate,2011-05-18T00:00:00.0000000
12397,IndCampus,Sojourn Midtown
12397,IndBaptized,Baptized
12397,IndFamPosition,Primary Contact
12397,IndReasonLeft,Moved Out of Town
12398,MembershipDate,2005-01-01T00:00:00.0000000
12398,IndCampus,Sojourn Midtown
12398,IndStaff,Staff
12398,IndBaptized,Baptized
12398,IndFamPosition,Primary Contact
12401,IndAllergies,friend of family899-
12401,IndCampus,Sojourn Midtown
12401,IndFamPosition,Child
12402,IndCampus,Sojourn Midtown
12402,IndLimitAccessUser,1
12402,IndFamPosition,Child
12403,IndSchoolName,High School
12403,IndCampus,Sojourn Midtown
12403,IndLimitAccessUser,1
12403,IndFamPosition,Child
12404,IndCampus,Sojourn Midtown
12404,IndFamPosition,Child
12399,MembershipDate,2011-05-05T00:00:00.0000000
12399,IndCampus,Sojourn Midtown
12399,IndBaptized,Baptized
12399,IndFamPosition,Primary Contact
12400,MembershipDate,2011-05-18T00:00:00.0000000
12400,IndCampus,Sojourn New Albany
12400,IndBaptized,Baptized
12400,IndFamPosition,Primary Contact
12407,IndCampus,Sojourn Midtown
12407,IndFamPosition,Primary Contact
12408,IndCampus,Sojourn Midtown
12408,IndFamPosition,Primary Contact
12409,IndCampus,Sojourn Midtown
12409,IndFamPosition,Primary Contact
12411,IndCampus,Sojourn Midtown
12411,IndFamPosition,Primary Contact
12412,MembershipDate,2011-11-20T00:00:00.0000000
12412,IndCampus,Sojourn Midtown
12412,IndBaptized,Baptized
12412,IndFamPosition,Primary Contact
13334,MembershipDate,2013-06-18T00:00:00.0000000
13334,IndCampus,Sojourn New Albany
13334,IndBaptized,Baptized
13334,IndFamPosition,Primary Contact
12413,IndCampus,Sojourn Midtown
12413,IndLimitAccessUser,1
12413,IndFamPosition,Child
12414,MembershipDate,2011-06-29T00:00:00.0000000
12414,IndCampus,Sojourn New Albany
12414,IndBaptized,Baptized
12414,IndFamPosition,Primary Contact
14129,IndCampus,Sojourn Midtown
14129,IndFamPosition,Primary Contact
12417,IndCampus,Sojourn New Albany
12417,IndLimitAccessUser,1
12417,IndFamPosition,Child
23009,IndCampus,Sojourn New Albany
23009,IndLimitAccessUser,1
23009,IndFamPosition,Child
12415,IndCampus,Sojourn Midtown
12415,IndFamPosition,Primary Contact
12419,IndCampus,Sojourn Midtown
12419,IndLimitAccessUser,1
12419,IndFamPosition,Spouse
12418,MembershipDate,2011-09-14T00:00:00.0000000
12418,IndCampus,Sojourn Midtown
12418,IndMilitary,Air Force
12418,IndAgeBracket,45 - 60
12418,IndSpiritualMaturity,Leading
12418,IndBaptized,Baptized
12418,IndHowtheyheard,Friend
12418,IndFamPosition,Primary Contact
12418,IndAnniversary,1979-11-10T00:00:00.0000000
12418,IndSalvation,2012-07-20T00:00:00.0000000
12420,MembershipDate,2011-09-14T00:00:00.0000000
12420,IndCampus,Sojourn Midtown
12420,IndAgeBracket,45 - 60
12420,IndSpiritualMaturity,Leading
12420,IndBaptized,Baptized
12420,IndHowtheyheard,Friend
12420,IndFamPosition,Spouse
12420,IndAnniversary,1979-11-10T00:00:00.0000000
12421,IndSchoolName,High School
12421,IndCampus,Sojourn Midtown
12421,IndFamPosition,Other
12422,IndSchoolName,High School
12422,IndCampus,Sojourn Midtown
12422,IndFamPosition,Other
12423,IndCampus,Sojourn Midtown
12423,IndFamPosition,Primary Contact
12424,MembershipDate,2012-05-27T00:00:00.0000000
12424,IndCampus,Sojourn Midtown
12424,IndBaptized,Baptized
12424,IndFamPosition,Primary Contact
12425,IndCampus,Sojourn Midtown
12425,IndFamPosition,Primary Contact
12426,IndCampus,Sojourn Midtown
12426,IndFamPosition,Primary Contact
12427,IndCampus,Sojourn Midtown
12427,IndFamPosition,Primary Contact
12428,IndCampus,Sojourn Midtown
12428,IndFamPosition,Spouse
12429,MembershipDate,2011-08-28T00:00:00.0000000
12429,IndCampus,Sojourn J-town
12429,IndBaptized,Baptized
12429,IndFamPosition,Primary Contact
12429,IndAnniversary,2007-09-15T00:00:00.0000000
12430,MembershipDate,2011-08-28T00:00:00.0000000
12430,IndCampus,Sojourn J-town
12430,IndBaptized,Baptized
12430,IndFamPosition,Spouse
12430,IndAnniversary,2007-09-15T00:00:00.0000000
12432,IndCampus,Sojourn J-town
12432,IndFamPosition,Child
21348,IndCampus,Sojourn J-town
21348,IndLimitAccessUser,1
21348,IndFamPosition,Child
12434,IndCampus,Sojourn J-town
12434,IndFamPosition,Primary Contact
12436,IndCampus,Sojourn J-town
12436,IndFamPosition,Spouse
12435,MembershipDate,2005-07-01T00:00:00.0000000
12435,IndCampus,Sojourn East
12435,IndLeadership,Elder
12435,IndStaff,Staff
12435,IndSpiritualMaturity,Leading
12435,IndBaptized,Baptized
12435,IndFamPosition,Primary Contact
12435,IndAnniversary,2006-06-10T00:00:00.0000000
12438,MembershipDate,2005-07-01T00:00:00.0000000
12438,IndCampus,Sojourn Midtown
12438,IndBaptized,Baptized
12438,IndFamPosition,Spouse
12438,IndAnniversary,2006-06-10T00:00:00.0000000
12442,IndCampus,Sojourn Midtown
12442,IndFamPosition,Child
12443,IndAllergies,**NO PEANUTS**
12443,IndCampus,Sojourn Midtown
12443,IndFamPosition,Child
12437,IndCampus,Sojourn J-town
12437,IndFamPosition,Primary Contact
12439,IndCampus,Sojourn J-town
12439,IndFamPosition,Spouse
12440,IndCampus,Sojourn J-town
12440,IndLimitAccessUser,1
12440,IndFamPosition,Child
12441,IndCampus,Sojourn J-town
12441,IndFamPosition,Primary Contact
12444,IndCampus,Sojourn J-town
12444,IndFamPosition,Primary Contact
12445,MembershipDate,2011-06-02T00:00:00.0000000
12445,IndCampus,Sojourn Midtown
12445,IndBaptized,Baptized
12445,IndFamPosition,Primary Contact
12446,MembershipDate,2011-06-15T00:00:00.0000000
12446,IndCampus,Sojourn New Albany
12446,IndBaptized,Baptized
12446,IndFamPosition,Primary Contact
12447,MembershipDate,2011-08-06T00:00:00.0000000
12447,IndCampus,Sojourn Midtown
12447,IndBaptized,Baptized
12447,IndFamPosition,Primary Contact
12448,IndCampus,Sojourn Midtown
12448,IndFamPosition,Primary Contact
12449,IndCampus,Sojourn Midtown
12449,IndFamPosition,Primary Contact
12450,IndCampus,Sojourn Midtown
12450,IndFamPosition,Spouse
12451,IndCampus,Sojourn Midtown
12451,IndFamPosition,Primary Contact
12453,IndCampus,Sojourn Midtown
12453,IndFamPosition,Spouse
12454,IndCampus,Sojourn Midtown
12454,IndFamPosition,Child
12455,IndCampus,Sojourn Midtown
12455,IndFamPosition,Child
12452,IndCampus,Sojourn Midtown
12452,IndLimitAccessUser,1
12452,IndFamPosition,Primary Contact
12456,IndCampus,Sojourn Midtown
12456,IndAgeBracket,25 - 34
12456,IndSpiritualMaturity,Leading
12456,IndBaptized,Baptized
12456,IndFamPosition,Primary Contact
12456,IndReasonLeft,Moved Out of Town
12456,IndAnniversary,1998-07-11T00:00:00.0000000
12479,IndWorkTitle,CSR
12479,IndAllergies,NKA
12479,IndSchoolName,SBTS
12479,IndCampus,Sojourn Midtown
12479,IndAgeBracket,25 - 34
12479,IndSpiritualMaturity,Leading
12479,IndBaptized,Baptized
12479,IndHowtheyheard,Friend
12479,IndFamPosition,Spouse
12479,IndReasonLeft,Moved Out of Town
12479,IndAnniversary,1998-07-11T00:00:00.0000000
12457,MembershipDate,2013-01-12T00:00:00.0000000
12457,IndCampus,Sojourn New Albany
12457,IndBaptized,Baptized
12457,IndFamPosition,Primary Contact
12457,IndAnniversary,1999-08-07T00:00:00.0000000
12458,MembershipDate,2013-01-12T00:00:00.0000000
12458,IndCampus,Sojourn New Albany
12458,IndBaptized,Baptized
12458,IndFamPosition,Spouse
12458,IndAnniversary,1999-08-07T00:00:00.0000000
12458,IndSalvation,2012-12-12T00:00:00.0000000
12459,IndCampus,Sojourn New Albany
12459,IndFamPosition,Child
12460,IndCampus,Sojourn New Albany
12460,IndFamPosition,Child
12461,IndCampus,Sojourn New Albany
12461,IndFamPosition,Child
12462,IndCampus,Sojourn New Albany
12462,IndFamPosition,Child
12463,MembershipDate,2011-07-03T00:00:00.0000000
12463,IndCampus,Sojourn East
12463,IndBaptized,Baptized
12463,IndFamPosition,Primary Contact
12463,IndAnniversary,2010-07-24T00:00:00.0000000
12464,MembershipDate,2011-07-03T00:00:00.0000000
12464,IndCampus,Sojourn East
12464,IndBaptized,Baptized
12464,IndFamPosition,Spouse
12464,IndAnniversary,2010-07-24T00:00:00.0000000
12465,MembershipDate,2011-05-25T00:00:00.0000000
12465,IndCampus,Sojourn East
12465,IndBaptized,Baptized
12465,IndFamPosition,Primary Contact
12466,MembershipDate,2011-05-18T00:00:00.0000000
12466,IndCampus,Sojourn Midtown
12466,IndBaptized,Baptized
12466,IndFamPosition,Primary Contact
12467,IndCampus,Sojourn Midtown
12467,IndFamPosition,Primary Contact
12468,MembershipDate,2014-02-16T00:00:00.0000000
12468,IndCampus,Sojourn New Albany
12468,IndBaptized,Baptized
12468,IndFamPosition,Primary Contact
12469,MembershipDate,2014-02-16T00:00:00.0000000
12469,IndCampus,Sojourn New Albany
12469,IndBaptized,Baptized
12469,IndFamPosition,Spouse
12470,IndAllergies,none
12470,IndCampus,Sojourn New Albany
12470,IndLimitAccessUser,1
12470,IndFamPosition,Child
12471,MembershipDate,2012-03-26T00:00:00.0000000
12471,IndCampus,Sojourn Midtown
12471,IndBaptized,Baptized
12471,IndFamPosition,Primary Contact
12471,IndAnniversary,2012-02-25T00:00:00.0000000
12472,MembershipDate,2012-03-26T00:00:00.0000000
12472,IndCampus,Sojourn Midtown
12472,IndBaptized,Baptized
12472,IndLimitAccessUser,1
12472,IndFamPosition,Spouse
12472,IndAnniversary,2012-02-25T00:00:00.0000000
12473,IndCampus,Sojourn Midtown
12473,IndFamPosition,Primary Contact
12474,IndCampus,Sojourn Midtown
12474,IndFamPosition,Child
12475,IndCampus,Sojourn Midtown
12475,IndFamPosition,Primary Contact
12476,IndCampus,Sojourn Midtown
12476,IndFamPosition,Spouse
12480,IndCampus,Sojourn Midtown
12480,IndFamPosition,Primary Contact
12481,IndCampus,Sojourn Midtown
12481,IndFamPosition,Primary Contact
12482,IndCampus,Sojourn Midtown
12482,IndFamPosition,Primary Contact
12483,IndCampus,Sojourn Midtown
12483,IndFamPosition,Primary Contact
12484,IndCampus,Sojourn East
12484,IndFamPosition,Primary Contact
12485,IndCampus,Sojourn East
12485,IndFamPosition,Primary Contact
12486,IndCampus,Sojourn J-town
12486,IndFamPosition,Primary Contact
12487,IndCampus,Sojourn J-town
12487,IndFamPosition,Spouse
12488,IndCampus,Sojourn J-town
12488,IndFamPosition,Primary Contact
12489,IndCampus,Sojourn J-town
12489,IndFamPosition,Primary Contact
12490,IndCampus,Sojourn J-town
12490,IndFamPosition,Primary Contact
12491,IndCampus,Sojourn Midtown
12491,IndAgeBracket,19 - 24
12491,IndLimitAccessUser,1
12491,IndFamPosition,Primary Contact
12492,IndCampus,Sojourn New Albany
12492,IndLimitAccessUser,1
12492,IndFamPosition,Primary Contact
12493,IndCampus,Sojourn Midtown
12493,IndLimitAccessUser,1
12493,IndFamPosition,Other
12494,IndCampus,Sojourn Midtown
12494,IndFamPosition,Primary Contact
12495,IndCampus,Sojourn Midtown
12495,IndFamPosition,Primary Contact
12496,IndCampus,Sojourn East
12496,IndFamPosition,Primary Contact
12497,MembershipDate,2011-06-04T00:00:00.0000000
12497,IndCampus,Sojourn East
12497,IndBaptized,Baptized
12497,IndFamPosition,Primary Contact
12498,MembershipDate,2011-06-04T00:00:00.0000000
12498,IndCampus,Sojourn East
12498,IndBaptized,Baptized
12498,IndFamPosition,Spouse
12499,IndCampus,Sojourn East
12499,IndLimitAccessUser,1
12499,IndFamPosition,Child
12500,IndCampus,Sojourn East
12500,IndLimitAccessUser,1
12500,IndFamPosition,Child
12501,IndCampus,Sojourn East
12501,IndFamPosition,Child
12502,MembershipDate,2012-10-05T00:00:00.0000000
12502,IndCampus,Sojourn Midtown
12502,IndBaptized,Baptized
12502,IndFamPosition,Primary Contact
12502,IndAnniversary,2007-10-20T00:00:00.0000000
12503,MembershipDate,2012-10-05T00:00:00.0000000
12503,IndCampus,Sojourn Midtown
12503,IndBaptized,Baptized
12503,IndLimitAccessUser,1
12503,IndFamPosition,Spouse
12503,IndAnniversary,2007-10-20T00:00:00.0000000
12504,IndCampus,Sojourn Midtown
12504,IndLimitAccessUser,1
12504,IndFamPosition,Child
12505,MembershipDate,2011-06-06T00:00:00.0000000
12505,IndCampus,Sojourn Midtown
12505,IndBaptized,Baptized
12505,IndFamPosition,Primary Contact
12506,IndCampus,Sojourn Midtown
12506,IndFamPosition,Primary Contact
12507,IndCampus,Sojourn Midtown
12507,IndFamPosition,Spouse
12508,IndCampus,Sojourn Midtown
12508,IndFamPosition,Primary Contact
12509,IndCampus,Sojourn Midtown
12509,IndFamPosition,Primary Contact
12511,IndCampus,Sojourn Midtown
12511,IndFamPosition,Spouse
12510,IndCampus,Sojourn Midtown
12510,IndLimitAccessUser,1
12510,IndFamPosition,Primary Contact
12512,IndCampus,Sojourn Midtown
12512,IndFamPosition,Primary Contact
12513,IndCampus,Sojourn Midtown
12513,IndFamPosition,Spouse
12514,IndCampus,Sojourn Midtown
12514,IndFamPosition,Primary Contact
12515,IndCampus,Sojourn Midtown
12515,IndFamPosition,Spouse
12516,IndCampus,Sojourn Midtown
12516,IndFamPosition,Primary Contact
12517,IndCampus,Sojourn Midtown
12517,IndFamPosition,Spouse
12519,IndCampus,Sojourn Midtown
12519,IndFamPosition,Spouse
